,Gender,Race,Age,County,Current Facility,Offense Code,TDCJ Offense,TDCJ Number,Sentence (Years),Last Parole Decision,Parole Review Status,Parole Eligibility (Years),Sentence Left (Years)
31622,1,2,47,66,96,54040011,4069,2331183,3.0,0,0,1,2
31624,1,1,44,213,66,54040032,6483,2234193,10.0,1,0,2,7
31625,1,6,50,213,32,13150005,210,2265610,3.0,1,0,1,0
31627,1,2,45,158,20,9990019,7143,1480236,25.0,0,0,5,7
31629,1,6,45,170,27,23990008,10612,2145877,10.0,0,1,4,5
31634,1,1,47,198,93,9990019,7143,1701155,12.0,1,0,5,1
31636,1,6,49,82,4,52030024,11041,2307439,5.0,0,0,0,3
31637,1,6,59,213,45,11190000,1120,915609,40.0,0,0,2,18
31638,1,1,49,130,43,35990003,9093,2157828,30.0,1,0,0,25
31641,1,1,46,82,37,35990016,7882,2286638,12.0,0,0,1,9
31644,1,2,53,14,15,11990004,1120,1746706,15.0,0,0,2,5
31646,1,1,53,18,37,54040011,4081,2315422,5.0,1,0,1,3
31651,1,1,44,238,4,48010020,4745,2224663,12.0,0,1,2,9
31653,1,1,45,165,91,48040003,10332,1869373,25.0,1,0,6,17
31654,1,1,44,99,63,22990002,3191,2025118,12.0,0,0,6,4
31655,1,6,44,45,12,73990412,10292,1951037,35.0,0,0,6,26
31658,1,2,44,105,38,9150000,7143,688814,45.0,1,0,5,18
31659,1,6,44,135,13,22990002,2957,1845449,40.0,0,0,5,31
31660,1,2,46,193,74,36990007,9889,2324348,2.0,0,1,1,1
31662,1,2,44,199,63,50150004,5232,2123022,25.0,0,1,1,20
31665,1,1,44,135,48,13990075,2098,2298993,7.0,0,0,1,5
31667,1,6,44,89,4,35990014,7748,2314956,8.0,0,0,1,6
31670,1,1,44,99,32,13150005,594,2144971,8.0,1,0,0,4
31671,1,6,46,206,13,54040011,4120,2153248,25.0,0,0,0,21
31672,1,2,68,173,26,11990001,10042,2143513,7.0,0,1,1,3
31674,1,1,48,99,83,12990002,904,1996969,20.0,0,0,6,4
31675,1,6,58,186,80,13990043,6063,2317245,4.0,0,0,2,2
31676,1,2,45,14,15,52030024,5210,2169491,8.0,0,1,3,4
31677,1,2,44,99,83,36990007,4945,2129862,7.0,0,0,4,2
31679,1,2,46,56,94,11990003,1100,1803837,18.0,0,0,0,9
31680,0,6,44,19,69,54040011,4107,2277324,8.0,0,0,1,6
31681,1,6,50,182,75,54040033,6521,2050085,20.0,0,0,4,14
31682,1,1,44,99,40,11990004,1101,1505328,18.0,1,0,5,4
31683,1,2,47,103,87,11990002,9774,1938294,15.0,0,0,0,7
31684,1,2,46,173,9,13150001,339,1376673,25.0,0,1,4,9
31685,1,1,46,99,25,9990002,7143,1186543,35.0,0,0,2,16
31686,1,1,50,99,44,52120009,5224,2345961,2.0,1,0,0,1
31689,1,6,44,135,93,35990002,3982,2081853,12.0,0,1,3,7
31691,1,6,66,114,86,9170000,3557,784209,80.0,0,0,9,56
31692,1,1,44,120,15,35990016,7582,2084083,10.0,0,1,4,5
31693,1,1,44,219,12,11990004,1391,1887802,15.0,0,0,1,7
31696,1,1,46,99,4,9990017,7080,918657,40.0,0,0,2,18
31697,1,2,44,215,1,48040003,10128,2296905,4.0,0,0,1,2
31698,1,6,45,214,29,22990002,2957,2339369,10.0,0,0,1,8
31699,1,6,63,189,53,22990003,3173,1088099,40.0,0,0,16,20
31701,1,1,47,68,0,22990002,2985,2192771,10.0,0,1,2,6
31703,1,2,46,182,65,9990001,7143,698679,999.0,0,0,9,999
31704,1,1,44,77,32,35990014,7909,2027349,7.0,1,0,5,1
31707,1,6,44,120,73,22990002,3333,1950445,17.0,0,0,5,10
31712,1,1,44,55,5,54040032,6475,1916520,20.0,0,1,7,11
31715,1,1,59,213,12,70990065,11242,1990940,12.0,0,0,5,5
31716,1,6,47,126,5,35990016,7927,2179676,12.0,0,1,3,8
31718,1,6,52,183,77,11180000,1315,758700,50.0,1,0,0,25
31721,1,6,51,219,92,12990001,9666,2305555,2.0,0,0,2,0
31722,1,6,58,179,3,35990015,8152,2295060,12.0,0,0,1,10
31724,1,1,45,213,12,36990007,4900,2274794,10.0,0,0,1,7
31727,1,2,46,34,18,35990003,6628,2215980,15.0,1,0,3,10
31728,1,2,45,219,85,13990073,2334,2218946,8.0,0,0,3,4
31730,1,1,44,173,54,12990002,864,2071916,10.0,0,0,1,4
31732,1,6,44,65,6,35990003,9092,2111043,15.0,0,1,4,10
31733,1,1,47,213,73,12990001,9685,1897323,30.0,0,0,5,21
31734,1,1,45,90,3,35990003,7727,2232220,25.0,0,0,1,21
31736,1,6,45,213,73,11990001,9841,1637641,20.0,0,0,2,8
31737,1,2,46,213,26,9150000,7143,713558,30.0,0,0,19,3
31741,1,6,62,59,73,9150000,7143,730185,45.0,0,0,5,18
31742,1,1,44,213,66,13990076,1905,1925004,10.0,0,0,2,4
31743,0,2,46,55,42,13190000,6192,701051,34.0,0,0,10,7
31746,1,2,46,68,87,11990004,1391,1418390,17.5,1,0,7,1
31747,1,2,48,238,85,13150005,520,1759852,20.0,0,0,0,10
31749,1,1,44,99,97,36010001,5826,1434241,14.0,0,0,1,4
31750,1,1,43,55,13,22990002,3276,1914343,25.0,0,1,6,16
31755,1,2,44,82,32,35990015,7922,2187912,10.0,1,0,2,7
31761,1,2,54,55,51,11990004,1120,1446780,30.0,0,0,1,14
31762,1,1,60,147,25,13150005,587,2226595,6.0,0,0,0,3
31763,1,2,45,173,15,11990004,1120,1783429,18.0,0,0,1,8
31768,1,2,44,233,53,38990026,9631,2308485,25.0,0,0,0,22
31769,1,2,45,14,63,9150000,7143,730918,50.0,0,0,2,23
31770,1,1,44,99,20,12990002,886,1711027,15.0,0,0,4,4
31772,1,2,48,165,25,35990003,8967,2336127,5.0,0,0,0,4
31777,1,2,45,125,8,13150005,520,2307334,6.0,0,0,2,3
31778,1,2,45,55,44,35990016,8082,2345858,3.0,0,0,1,2
31779,1,2,43,227,12,35990003,10993,1982711,15.0,0,0,4,8
31781,1,6,62,196,75,22990002,2957,2322024,10.0,0,0,0,9
31783,1,6,59,2,75,20990004,1594,2059361,12.0,0,0,4,6
31785,1,6,51,25,9,35990016,7719,2295278,10.0,0,0,2,7
31787,1,6,56,206,40,11190000,1100,1001754,60.0,1,0,1,39
31788,1,1,44,160,47,38990014,11240,2308271,5.0,0,1,1,3
31789,1,2,44,214,19,13990075,2245,2257815,8.0,0,1,2,5
31790,1,2,49,12,75,11990003,1382,1424651,75.0,0,0,16,61
31796,1,1,48,55,47,35990002,11081,2009063,20.0,0,1,1,14
31797,1,1,44,126,93,48010020,4636,2312229,4.0,0,0,0,3
31798,1,1,59,219,83,36010001,5931,730433,33.0,0,0,7,20
31799,1,6,50,213,84,36990013,5820,1813203,15.0,0,1,8,5
31804,1,1,45,99,94,22990003,3182,2087783,25.0,0,1,3,19
31805,1,6,51,14,53,11990006,1276,1605226,20.0,0,1,3,7
31810,1,1,45,99,13,40040007,3549,2335698,15.0,0,0,1,11
31811,0,1,49,99,72,54040011,4155,2324369,5.0,0,1,2,3
31815,1,1,61,99,60,13990043,6440,2325579,4.0,0,1,1,2
31816,1,6,46,32,31,35990016,7582,2121972,18.0,0,0,1,13
31821,1,1,44,99,10,52030024,5224,1570708,15.0,1,0,3,6
31822,1,6,44,234,63,35990003,6695,1979717,90.0,0,0,0,83
31823,1,4,47,55,73,9990001,7143,759942,50.0,0,0,1,26
31824,0,1,50,49,17,13160016,5699,1349339,9.0,0,0,1,7
31827,1,6,44,213,29,13990043,6361,2338636,2.0,0,1,0,2
31829,1,1,49,206,7,12990002,864,2249352,15.0,0,0,7,1
31831,1,6,46,165,52,13990075,1819,1963337,35.0,1,0,4,28
31836,1,1,46,147,94,35990003,8256,1997824,20.0,0,0,5,13
31841,1,1,45,206,59,52030024,11041,2129519,16.0,0,0,3,11
31843,1,6,44,182,46,35990003,7811,1992284,15.0,0,1,5,8
31846,1,1,44,55,65,11990004,1120,1468529,26.0,0,0,1,12
31847,1,1,44,120,60,35990016,7677,2261927,10.0,0,0,1,7
31850,1,6,44,105,13,54040011,4069,2148304,15.0,0,0,3,11
31851,1,2,44,14,31,52030024,5210,2183119,15.0,0,1,2,11
31852,1,6,44,105,74,48040003,10214,2039754,8.0,0,1,3,3
31854,1,1,42,19,35,35990016,7870,2332867,2.0,0,1,0,1
31856,1,6,48,213,43,11190000,1119,713726,40.0,0,0,7,13
31857,1,2,48,46,32,9990019,7143,1798466,10.0,1,0,5,0
31860,1,6,48,241,54,35990016,7608,2021468,20.0,0,0,5,13
31861,1,2,51,0,37,35990209,9427,728075,10.0,1,0,2,19
31862,1,2,47,99,93,13150005,202,2058976,12.0,0,0,1,5
31864,1,2,47,103,44,36990008,5043,2340025,5.0,0,0,1,4
31867,1,1,45,156,60,54040015,6525,2093234,7.0,0,0,0,4
31869,1,6,48,140,7,50150004,2862,2224768,9.0,0,1,1,6
31870,1,2,44,55,93,12990002,864,827075,40.0,0,0,3,19
31871,1,6,44,70,80,24110003,10968,2327852,3.0,0,0,1,2
31872,1,2,44,106,22,13150005,443,2208453,4.0,0,0,1,3
31873,1,6,46,147,29,26040042,5462,2339358,4.0,0,1,1,3
31874,1,2,50,103,97,48040003,10171,2266132,5.6,0,1,2,3
31875,1,2,43,13,32,35990003,8982,1910000,18.0,1,0,6,10
31877,1,6,47,146,13,13990076,2018,1893444,20.0,0,0,5,12
31879,1,2,48,20,49,54040011,4069,2064257,25.0,0,0,3,19
31882,1,2,48,106,20,48010020,4666,2296772,4.5,0,0,1,3
31883,1,6,44,99,9,36990006,4992,2347938,2.0,1,0,0,1
31884,1,1,44,213,49,13990075,2154,1796152,12.0,0,0,8,2
31890,1,2,45,106,31,54040011,4107,2351572,2.0,0,0,0,1
31891,1,2,45,99,27,54040011,4095,2226469,8.0,0,0,2,5
31894,1,6,45,123,5,22990002,2957,2029284,8.0,0,1,3,1
31896,1,2,45,68,66,52120009,11041,2349617,10.0,0,0,1,8
31900,1,2,45,183,75,11990002,9774,1897310,12.0,0,0,2,4
31904,1,6,49,164,3,35990016,7870,1741405,20.0,0,1,2,13
31907,1,1,51,213,37,35990003,9053,2098234,8.0,1,0,4,3
31908,1,1,44,99,87,23990194,10655,2221222,11.0,0,0,3,6
31910,1,2,55,14,65,54040011,4089,1923161,25.0,0,1,5,18
31911,1,6,58,109,99,23990013,1496,1921365,85.0,0,0,1,78
31912,1,6,43,147,75,12990001,9666,1576171,75.0,0,0,5,61
31913,1,6,49,213,12,12990002,864,1337778,25.0,0,0,4,9
31916,1,2,43,99,75,9000002,7143,724135,55.0,0,0,0,27
31920,1,2,45,14,85,54040011,4069,2321316,3.0,0,0,1,2
31922,1,1,44,213,80,23990196,10405,2343370,2.0,0,0,0,2
31924,1,1,44,213,77,13990029,1781,1293996,25.0,0,0,2,14
31925,1,1,44,219,85,12990002,1060,843937,30.0,0,0,4,8
31926,1,1,44,219,40,11990001,9767,1207920,28.0,1,0,5,9
31929,1,2,44,41,77,13150011,343,2043428,12.0,1,0,0,6
31932,1,6,44,99,31,12990001,9676,2348452,7.0,0,0,2,4
31934,1,4,48,99,85,11990004,1474,1293192,30.0,0,0,2,13
31936,0,6,49,89,68,13990075,1920,2268022,12.0,0,0,1,10
31937,1,6,44,65,0,11990003,1100,850323,45.0,1,0,0,22
31940,1,6,45,91,87,35990016,8725,2234903,12.0,0,0,2,9
31941,1,2,44,14,15,35990003,6623,2077881,17.0,0,0,4,11
31944,1,6,51,19,75,35990016,7582,2279934,10.0,0,1,2,7
31945,1,6,44,126,49,22990002,3338,1946076,10.0,0,0,6,3
31947,1,6,51,155,26,11990002,9774,1770046,19.0,0,0,0,9
31948,1,1,45,90,1,52030024,11034,2242968,5.0,0,0,2,2
31949,1,6,44,20,47,24110003,10948,2006611,12.0,1,0,6,5
31951,1,1,44,213,65,35990002,9042,2005795,22.0,0,0,1,16
31952,1,1,56,219,20,12990001,9666,2154479,10.0,0,0,3,6
31953,1,6,44,213,88,11000006,1382,732716,30.0,0,1,3,6
31954,1,6,49,193,37,54040011,4107,2333378,4.0,0,0,0,3
31956,1,1,46,55,3,35990014,7648,2256915,7.0,0,1,3,3
31958,1,6,44,42,46,13990026,9639,814619,25.0,0,0,4,68
31964,0,2,56,227,72,13160014,10095,2336026,3.0,1,0,0,2
31965,1,2,46,30,32,13150004,368,2039180,5.0,1,0,3,2
31966,1,2,56,219,46,11190000,1391,1366400,75.0,0,0,0,60
31967,1,1,44,142,26,35990016,7719,1970889,999.0,0,0,1,999
31970,1,6,45,49,44,35990015,7922,2300609,5.0,1,0,1,3
31975,1,6,71,55,85,36010001,5851,1621266,20.0,0,0,2,8
31976,1,1,43,125,99,9990019,7143,729733,12.0,0,0,4,10
31978,0,6,49,241,42,9990023,10080,1767302,21.0,0,0,0,10
31979,1,2,44,14,85,12120000,864,730333,50.0,0,1,2,23
31980,1,1,43,20,20,35990015,7585,2256545,17.0,0,0,1,14
31981,1,6,43,183,46,48040003,10287,1985732,15.0,0,1,4,8
31982,1,6,44,156,46,49990002,4369,2155729,8.0,1,0,3,3
31983,1,2,44,213,65,35990003,9054,2084942,10.0,0,0,5,4
31984,1,2,44,14,25,9150000,7143,780540,35.0,0,1,17,9
31985,1,6,49,169,20,54040011,4069,2241928,30.0,1,0,0,27
31986,1,1,48,99,20,11990004,1335,1371631,25.0,0,0,4,9
31987,0,6,49,123,69,26040042,5529,2343302,2.0,1,0,0,1
31998,1,1,58,41,0,11990004,1478,2091007,8.0,0,0,4,0
32003,1,2,46,14,28,48040003,10248,2162805,5.0,0,1,3,1
32004,1,2,44,14,70,36990007,11297,2326283,8.0,0,0,1,6
32007,0,6,46,13,36,35990003,9022,2210736,15.0,1,0,2,12
32008,1,6,47,204,3,50150004,2856,2256242,6.0,1,0,2,4
32009,1,6,44,120,86,35990016,7582,2335726,5.0,1,0,1,3
32010,1,6,44,109,38,50150004,2856,2232925,18.0,1,0,1,15
32011,1,6,46,65,86,22990001,2917,2288969,7.0,0,0,1,5
32013,1,1,44,99,25,12990002,864,1260002,35.0,0,0,1,25
32017,1,1,44,183,77,9150000,7143,755083,40.0,0,0,7,13
32019,1,1,46,213,26,11990001,10042,2255638,10.0,0,0,2,7
32020,1,1,52,227,3,36990013,5820,2032376,20.0,0,0,4,14
32026,1,1,45,90,97,35990002,7710,2313919,12.0,0,1,1,10
32029,1,6,61,99,18,9990001,2746,1042982,20.0,1,0,6,4
32030,1,6,44,228,12,13990063,2427,1437098,6.0,0,1,3,2
32032,1,1,54,105,14,22990001,2917,2342702,4.0,0,0,1,3
32033,1,1,44,42,60,13990063,2433,2325306,10.0,0,0,0,8
32034,1,1,44,169,87,35990014,7870,2317517,5.0,0,0,1,3
32035,1,1,44,147,77,52030024,5211,2143697,45.0,0,0,0,40
32036,1,1,46,183,28,9150000,7143,704793,45.0,0,0,4,18
32037,1,1,44,160,25,12990001,9714,1583737,50.0,0,0,0,37
32038,1,1,44,99,0,11990004,1120,1435836,20.0,0,0,5,5
32040,0,6,55,222,56,54040011,4069,2283403,12.0,1,0,1,9
32046,1,1,48,55,0,9150000,7143,733766,40.0,1,0,6,14
32050,1,2,44,233,24,54040011,4107,1941659,12.0,1,0,6,5
32051,1,2,44,68,46,52030024,8446,2219771,20.0,0,0,1,17
32052,1,2,45,213,47,13150005,520,2191257,6.0,0,0,0,3
32053,1,1,51,59,27,13990075,1962,2309305,3.0,0,1,1,1
32055,1,2,47,173,40,11990004,1120,1805079,12.0,0,0,4,2
32058,1,1,44,156,15,35990015,7677,2186650,25.0,0,0,1,21
32059,1,1,45,69,25,52120009,11034,2342039,5.0,0,0,2,3
32060,1,2,49,20,59,36010001,5949,1730754,17.0,0,0,2,6
32061,1,6,53,3,63,9990019,3699,2114918,18.0,0,0,3,13
32063,1,2,49,109,51,35990002,3892,2010267,20.0,0,1,5,13
32065,1,2,44,92,65,13150001,91,1365964,20.0,0,0,6,4
32066,1,2,44,99,75,35990003,6842,1337195,30.0,0,0,6,18
32068,1,6,46,142,37,54040011,4069,2232904,15.0,1,0,1,12
32073,1,6,44,19,59,48040003,10179,2274220,4.0,0,0,2,2
32075,1,2,48,99,35,54040011,4069,2120490,10.0,1,0,1,5
32076,1,6,45,99,99,13150005,82,1133399,30.0,0,1,3,14
32077,0,2,44,193,42,73991005,4296,2049579,10.0,0,0,1,4
32079,1,1,44,90,0,9990001,7143,860318,40.0,0,0,3,17
32080,1,6,48,123,34,35990015,7701,2346927,12.0,0,0,0,10
32083,1,2,44,99,88,13150005,243,2082549,7.0,0,0,2,2
32087,1,6,44,156,93,35990016,8186,2176367,20.0,1,0,2,16
32091,1,2,55,77,99,36990007,4941,2048458,10.0,0,0,3,3
32093,1,6,45,219,93,54040011,4069,1839743,12.0,0,0,2,5
32095,1,1,47,219,67,23990011,1550,1142454,45.0,0,0,12,25
32098,0,6,43,183,57,25890001,5283,2216266,8.0,0,0,3,4
32099,1,6,46,93,28,9990019,2810,1827927,15.0,0,1,6,6
32100,1,1,44,153,40,12990001,9666,2057814,15.0,0,0,4,9
32101,1,2,53,235,77,48010020,4666,2282338,20.0,0,0,2,16
32103,1,6,49,106,9,48010020,4430,2343616,2.0,1,0,0,1
32104,1,1,50,55,93,11990004,1355,1460648,28.0,0,0,0,14
32109,1,6,52,18,7,48010020,4690,2323414,4.0,0,1,1,3
32111,1,2,43,10,81,36990009,9960,2333347,6.0,1,0,2,3
32116,1,6,44,173,85,22990002,2957,1902674,23.0,0,1,5,15
32118,1,6,65,241,85,36010001,5779,1510632,20.0,0,0,4,6
32119,1,1,44,55,13,13990075,1737,2195019,6.0,0,0,3,2
32121,1,2,49,89,94,35990004,7604,1994515,25.0,0,0,4,18
32122,1,2,44,208,75,13150011,343,1636999,15.0,0,0,3,4
32124,1,1,46,99,35,13990075,2154,2321165,5.0,1,0,1,4
32125,1,6,47,156,32,13990063,1718,2199376,6.0,1,0,4,1
32126,1,6,51,14,90,13990083,2223,2339076,3.0,0,1,1,2
32129,1,6,48,42,13,35990003,6654,2297967,10.0,1,0,1,8
32130,1,1,45,213,70,12990001,9704,1813892,13.0,0,0,8,4
32132,1,6,48,99,99,23990194,10482,2255650,4.0,1,0,2,1
32133,1,0,44,14,32,13150005,480,1696805,20.0,0,1,1,9
32134,1,6,45,99,73,22990002,3134,1338558,20.0,0,0,10,9
32138,1,2,44,99,28,13150005,259,2254070,4.0,1,0,1,1
32139,1,6,45,213,86,22990003,3156,2236557,5.0,0,0,2,2
32140,1,1,45,206,51,22990002,2957,2237548,10.0,0,1,2,6
32144,1,1,46,99,70,48010020,4771,1974945,30.0,0,0,4,23
32146,1,1,44,19,86,73990677,9402,771672,2.0,1,0,1,20
32150,1,1,44,235,64,36990008,9864,2306973,10.0,0,0,0,8
32151,1,1,44,203,77,52030024,11108,1757363,10.0,0,0,7,0
32155,1,6,55,18,49,54040011,4107,2338117,5.0,1,0,0,4
32157,1,2,44,186,27,13990075,2182,2091576,15.0,0,0,4,10
32160,1,6,44,206,48,35990014,7746,2344901,10.0,0,0,0,9
32163,1,2,44,14,0,9000002,7143,786184,30.0,1,0,10,5
32165,1,6,44,24,12,13150005,202,2245542,5.0,0,1,4,42
32171,1,2,46,14,94,13150007,499,2204871,7.0,0,0,0,4
32172,1,1,44,55,65,54040033,6497,1859224,10.0,0,0,4,1
32174,1,1,48,110,74,35990002,6927,2063249,10.0,0,0,0,9
32178,1,1,45,82,1,36990013,5940,2193208,5.0,0,0,4,0
32179,1,6,46,24,20,48010020,4652,2317050,8.0,0,0,1,6
32180,1,6,45,165,54,23990194,10365,2271738,6.0,0,0,2,3
32181,1,1,44,55,26,70990065,3510,1777653,15.0,0,1,8,8
32183,1,1,46,169,0,35990003,7811,2081112,15.0,0,0,2,10
32184,1,2,44,57,12,35990003,8974,2003091,60.0,0,0,0,53
32188,1,1,46,192,5,22990003,3245,2195102,5.0,0,0,3,2
32189,1,2,44,14,20,48010020,4769,2335490,2.0,0,1,0,1
32192,1,2,44,183,19,36140001,5939,2307530,10.0,0,1,1,8
32193,1,2,49,14,63,12990002,864,1776896,20.0,0,0,0,10
32195,1,1,44,99,60,23990010,10394,2343926,3.0,1,0,0,2
32196,1,1,51,99,99,13190000,6378,721932,50.0,1,0,2,23
32198,1,1,45,98,18,13990043,6353,2273469,5.0,0,0,3,2
32200,1,2,44,99,25,12130000,984,753019,50.0,0,1,2,23
32202,1,6,57,179,47,13150004,82,2184526,40.0,0,0,0,35
32203,1,2,47,99,63,12990002,864,1335133,25.0,0,1,4,9
32204,1,1,44,20,3,20990001,1594,1199535,20.0,0,0,14,7
32205,1,2,69,99,100,11990004,1157,1708541,18.0,0,0,3,6
32208,1,6,55,68,0,23990208,10722,2292019,6.5,0,0,1,5
32215,0,2,45,130,56,35990003,8364,2288353,8.0,1,0,1,6
32219,1,6,50,235,64,36990013,5941,2273968,8.0,0,0,2,5
32220,1,6,47,65,80,35990003,9055,2277854,17.0,0,0,0,15
32223,1,2,44,106,86,9150000,7143,746371,40.0,0,1,6,14
32224,1,1,44,77,31,11000006,1483,728196,50.0,0,0,2,23
32226,1,1,44,120,13,35990015,7582,2259445,5.0,0,0,2,3
32231,0,6,46,69,68,35990016,7870,2343273,10.0,0,0,0,9
32233,1,2,49,147,20,22990002,2957,1568280,35.0,1,0,5,24
32234,1,6,52,160,32,48010020,4448,2312974,2.0,1,0,1,0
32235,1,2,44,106,22,12990001,9666,2328150,2.0,0,0,1,1
32236,0,2,56,93,69,9150000,7172,722618,50.0,0,0,1,24
32237,1,6,48,93,0,11990004,1391,1177066,20.0,0,0,4,4
32238,1,2,47,241,94,13990076,1906,2209974,5.0,0,0,2,2
32239,1,2,50,173,32,35990015,7701,2338930,2.0,1,0,1,1
32240,1,2,46,165,97,13990075,1820,2343058,2.0,0,0,1,1
32242,1,2,45,44,67,11990003,1100,1678892,20.0,0,0,2,8
32243,1,1,45,189,73,13990041,6167,2152388,12.0,0,0,4,7
32248,1,6,50,123,0,22990002,2957,1311671,25.0,0,0,1,11
32263,1,1,43,99,47,9990019,7143,1415652,22.0,0,0,4,7
32264,1,1,44,55,93,35990003,7039,2162319,10.0,0,1,3,6
32265,1,1,48,213,4,35990015,8023,2008877,10.0,0,0,2,6
32267,1,2,43,99,77,12990002,864,1385887,30.0,0,0,1,19
32269,1,1,44,147,19,12990001,9666,1524239,50.0,1,0,6,34
32270,1,6,49,105,63,54040032,6483,2096734,16.0,0,1,4,11
32272,1,6,61,55,47,9140000,2681,797853,40.0,0,0,4,16
32273,1,1,44,13,93,35990016,7608,1806898,15.0,0,0,4,7
32274,1,6,47,173,74,54040011,4107,2330388,10.0,0,0,0,9
32277,1,2,46,14,75,35990003,8933,2222767,6.0,0,1,2,3
32278,1,2,45,213,29,35990016,7620,2308879,5.0,1,0,1,3
32280,1,1,61,156,45,12990002,864,2278196,5.0,0,1,1,2
32281,1,6,44,213,29,48010020,4690,2341105,5.0,0,0,1,4
32283,1,1,45,99,46,9150000,7143,759765,40.0,0,0,6,14
32284,1,2,43,82,91,35990016,8110,1892569,12.0,1,0,4,5
32286,1,6,46,176,26,35990016,5203,2265632,6.0,1,0,1,4
32291,1,2,66,213,53,11190000,1180,770292,40.0,1,0,15,15
32294,1,1,45,219,22,52030024,11034,2317819,7.0,0,0,1,5
32295,1,6,45,142,19,36010001,5927,1911599,15.0,0,0,1,7
32296,0,1,44,120,17,13150005,82,2285692,4.0,0,0,0,2
32298,1,2,44,14,65,12990001,9666,1326658,17.0,0,0,12,1
32299,1,2,44,136,30,13990076,2138,2298509,8.0,0,0,1,6
32300,1,6,47,165,75,13150004,379,1971869,12.0,0,0,6,4
32304,1,1,44,78,99,48010020,4517,2156240,25.0,0,0,2,21
32305,1,1,44,99,93,12990001,9717,2204779,15.0,0,0,4,9
32307,1,1,45,156,26,35990003,8343,1881981,35.0,0,0,4,26
32308,1,6,43,55,5,35990003,6829,2310092,18.0,0,0,0,16
32309,1,2,44,64,73,13150005,82,1974643,10.0,0,0,2,3
32311,1,6,44,66,63,13150004,82,1896884,17.0,0,1,7,7
32312,1,2,48,122,15,9990019,7143,1373067,25.0,0,0,3,10
32313,1,6,45,206,87,13150005,480,1852942,10.0,0,0,4,1
32316,1,6,44,70,43,20990005,1596,1374639,33.0,0,0,12,18
32317,1,6,45,123,90,35990014,7741,2344221,7.0,0,0,0,6
32320,1,1,45,14,59,52030024,5211,2323701,2.0,0,0,2,0
32323,1,1,49,114,8,35990002,6652,2338981,10.0,0,0,1,8
32329,1,2,44,90,46,13990075,1962,2195053,8.0,0,0,4,3
32331,1,6,45,228,61,9990019,7143,1206825,20.0,0,0,2,3
32334,1,1,44,55,65,11190000,1137,708207,30.0,0,0,11,4
32337,1,2,43,99,63,22990002,3154,1921785,15.0,0,1,6,7
32338,1,6,44,82,13,48010020,4678,2208371,35.0,0,0,0,31
32339,1,2,45,137,4,11990004,1465,1008910,25.0,0,1,9,4
32341,1,1,45,213,15,12990002,907,2102913,10.0,0,0,1,4
32344,0,1,46,99,68,13990063,1778,1912865,12.0,0,0,6,4
32345,1,1,45,99,54,36990008,4914,2025104,25.0,1,0,3,19
32346,1,6,45,82,74,12990002,864,933917,30.0,0,0,2,11
32347,1,1,44,99,0,12990002,864,787386,30.0,0,0,5,35
32348,1,6,44,241,77,35990016,8079,2005800,25.0,0,0,4,18
32349,1,2,48,123,75,35990003,7626,1661177,25.0,0,0,2,17
32350,1,1,49,99,75,35990011,6677,2255029,15.0,0,0,1,12
32351,1,6,44,179,53,36990007,4933,2023006,18.0,1,0,4,12
32354,1,6,43,82,32,35990003,8183,2123211,16.0,0,1,3,11
32356,1,1,55,99,99,13150005,703,1043310,35.0,0,0,3,14
32358,1,2,44,106,37,13150005,520,2312128,3.0,1,0,1,1
32366,1,6,43,82,0,11990001,9767,1450943,20.0,0,0,5,5
32368,1,2,44,99,28,35990016,8539,2006218,12.0,0,1,4,5
32370,1,1,44,219,86,24110003,10969,2240134,8.0,0,0,3,4
32371,1,2,53,191,22,52170002,5249,2335811,6.0,0,0,1,4
32372,1,1,43,125,4,13990063,2418,729132,5.0,0,0,2,2
32374,1,6,76,55,23,11990004,1137,711102,30.0,0,0,0,7
32375,1,1,44,213,13,35990014,7600,1952732,10.0,0,0,1,3
32377,1,1,43,219,86,12990001,9668,1209033,26.0,0,1,16,7
32379,1,2,43,55,99,9150000,7143,775131,30.0,0,1,10,5
32380,1,6,46,123,13,11990002,2798,2186633,6.0,0,0,3,2
32384,1,6,43,219,59,35990016,7608,2322230,3.0,0,1,1,2
32389,1,1,44,20,44,36990007,9949,2272698,9.0,0,0,2,6
32390,1,1,44,99,7,35990015,7872,2204550,4.0,1,0,1,1
32391,1,6,62,99,49,9990030,7143,2194602,40.0,0,1,7,13
32392,1,1,43,24,84,35990127,7897,1952720,25.0,0,0,3,17
32394,0,1,44,120,69,13150005,480,1745011,20.0,0,0,1,9
32396,1,2,45,55,29,35990002,8132,2287026,7.0,0,0,1,5
32397,1,2,46,160,64,13150005,82,1289850,18.0,1,0,2,5
32399,1,6,47,35,75,52120009,11041,2327685,6.0,0,0,1,5
32401,1,1,45,99,100,11990004,1386,1311219,20.0,0,0,7,3
32402,1,1,45,99,46,11990003,1100,878911,40.0,0,0,3,17
32403,1,2,45,6,63,52030024,11025,2286315,8.0,0,0,1,6
32408,1,6,49,193,37,54040011,4069,2180559,8.0,0,1,3,4
32410,1,2,45,156,49,54040011,4069,2299969,8.0,1,0,1,6
32411,1,6,65,146,30,54040011,4081,2314917,12.0,0,0,0,10
32414,1,2,43,219,28,11180000,1100,759181,50.0,1,0,0,25
32416,1,2,44,43,80,13990075,2029,2332943,5.0,0,0,1,4
